"canonicalname","guild","citationSource","simplified_disease_1","simplified_disease_2","accepted_name","kingdom","names_to_use"
"Acarospora_obpallens","Lichen_Parasite Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora obpallens","Fungi","Acarospora_obpallens"
"Acarospora_oligospora","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora oligospora","Fungi","Acarospora_oligospora"
"Acarospora_oligyrophorica","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora oligyrophorica","Fungi","Acarospora_oligyrophorica"
"Acarospora_orcuttii","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora orcuttii","Fungi","Acarospora_orcuttii"
"Acarospora_paupera","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora paupera","Fungi","Acarospora_paupera"
"Polysporina_simplex Sarcogyne_privigna","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens AND liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora privigna","Fungi","Acarospora_privigna"
"Acarospora_pseudofuscata","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora pseudofuscata","Fungi","Acarospora_pseudofuscata"
"Acarospora_pyrenopsoides","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora pyrenopsoides","Fungi","Acarospora_pyrenopsoides"
"Acarospora_ramosa","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora ramosa","Fungi","Acarospora_ramosa"
"Acarospora_rhabarbarina","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora","Fungi","Acarospora_rhabarbarina"
"Acarospora_robiniae","Lichen_Parasite Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora robiniae","Fungi","Acarospora_robiniae"
"Acarospora_rouxii","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora rouxii","Fungi","Acarospora_rouxii"
"Acarospora_epilutescens Acarospora_schleicheri","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens AND Esslinger_TL._2014._North_Dakota_State_University_((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))",NA,NA,"Acarospora schleicheri","Fungi","Acarospora_schleicheri"
"Acarospora_scotica","Lichen_Parasite Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora scotica","Fungi","Acarospora_scotica"
"Acarospora_sinopica","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora sinopica","Fungi","Acarospora_sinopica"
"Acarospora_socialis","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora socialis","Fungi","Acarospora_socialis"
"Acarospora_stapfiana","Lichen_Parasite Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora stapfiana","Fungi","Acarospora_stapfiana"
"Acarospora_stictica","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora stictica","Fungi","Acarospora_stictica"
"Acarospora_strigata","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora strigata","Fungi","Acarospora_strigata"
"Acarospora_subrufula","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora subrufula","Fungi","Acarospora_subrufula"
"Acarospora_succedens","Lichen_Parasite","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora succedens","Fungi","Acarospora_succedens"
"Polysporina_terricola","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora tasmaniensis","Fungi","Acarospora_tasmaniensis"
"Acarospora_thamnina","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora thamnina","Fungi","Acarospora_thamnina"
"Acarospora_thelococcoides","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora thelococcoides","Fungi","Acarospora_thelococcoides"
"Acarospora_tongletii","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora tongletii","Fungi","Acarospora_tongletii"
"Acarospora_tuckerae","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora tuckerae","Fungi","Acarospora_tuckerae"
"Acarospora_umbilicata","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora umbilicata","Fungi","Acarospora_umbilicata"
"Acarospora_veronensis","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora veronensis","Fungi","Acarospora_veronensis"
"Acarospora_wetmorei","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acarospora wetmorei","Fungi","Acarospora_wetmorei"
"Acarosporina_microspora Schizoxylon_microsporum","Plant_Pathogen Saprotroph","James_TY,_et_al._2006._Nature_443:818-822_((https://doi.org/10.1038/nature05110)) AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",NA,NA,"Acarosporina microspora","Fungi","Acarosporina_microspora"
"Acarosporium_lichenicola","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Acarosporium lichenicola","Fungi","Acarosporium_lichenicola"
"Acaulospora_alpina","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora alpina","Fungi","Acaulospora_alpina"
"Acaulospora_baetica","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora baetica","Fungi","Acaulospora_baetica"
"Acaulospora_bireticulata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora bireticulata","Fungi","Acaulospora_bireticulata"
"Acaulospora_brasiliensis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora brasiliensis","Fungi","Acaulospora_brasiliensis"
"Acaulospora_capsicula","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora capsicula","Fungi","Acaulospora_capsicula"
"Acaulospora_cavernata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora cavernata","Fungi","Acaulospora_cavernata"
"Acaulospora_colliculosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora colliculosa","Fungi","Acaulospora_colliculosa"
"Acaulospora_colombiana","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora colombiana","Fungi","Acaulospora_colombiana"
"Acaulospora_colossica","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora colossica","Fungi","Acaulospora_colossica"
"Acaulospora_delicata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora delicata","Fungi","Acaulospora_delicata"
"Acaulospora_denticulata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora denticulata","Fungi","Acaulospora_denticulata"
"Acaulospora_dilatata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora dilatata","Fungi","Acaulospora_dilatata"
"Acaulospora_elegans","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora elegans","Fungi","Acaulospora_elegans"
"Acaulospora_endographis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora endographis","Fungi","Acaulospora_endographis"
"Acaulospora_entreriana","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora entreriana","Fungi","Acaulospora_entreriana"
"Acaulospora_excavata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora excavata","Fungi","Acaulospora_excavata"
"Acaulospora_foveata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora foveata","Fungi","Acaulospora_foveata"
"Acaulospora_fragilissima","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora fragilissima","Fungi","Acaulospora_fragilissima"
"Acaulospora_gedanensis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora gedanensis","Fungi","Acaulospora_gedanensis"
"Acaulospora_herrerae","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora herrerae","Fungi","Acaulospora_herrerae"
"Acaulospora_ignota","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora ignota","Fungi","Acaulospora_ignota"
"Acaulospora_kentinensis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora kentinensis","Fungi","Acaulospora_kentinensis"
"Acaulospora_koreana","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora","Fungi","Acaulospora_koreana"
"Acaulospora_koskei","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora koskei","Fungi","Acaulospora_koskei"
"Acaulospora_lacunosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora lacunosa","Fungi","Acaulospora_lacunosa"
"Acaulospora_laevis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora laevis","Fungi","Acaulospora_laevis"
"Acaulospora_longula","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora longula","Fungi","Acaulospora_longula"
"Acaulospora_mellea","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora mellea","Fungi","Acaulospora_mellea"
"Acaulospora_minuta","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora minuta","Fungi","Acaulospora_minuta"
"Acaulospora_morrowiae","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora morrowiae","Fungi","Acaulospora_morrowiae"
"Acaulospora_nivalis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora nivalis","Fungi","Acaulospora_nivalis"
"Acaulospora_papillosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora papillosa","Fungi","Acaulospora_papillosa"
"Acaulospora_paulinae","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora paulinae","Fungi","Acaulospora_paulinae"
"Acaulospora_polonica","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora polonica","Fungi","Acaulospora_polonica"
"Acaulospora_punctata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora punctata","Fungi","Acaulospora_punctata"
"Acaulospora_pustulata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora pustulata","Fungi","Acaulospora_pustulata"
"Acaulospora_reducta","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora reducta","Fungi","Acaulospora_reducta"
"Acaulospora_rehmii","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora rehmii","Fungi","Acaulospora_rehmii"
"Acaulospora_rugosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora rugosa","Fungi","Acaulospora_rugosa"
"Acaulospora_saccata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora saccata","Fungi","Acaulospora_saccata"
"Acaulospora_scrobiculata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora scrobiculata","Fungi","Acaulospora_scrobiculata"
"Acaulospora_sieverdingii","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora sieverdingii","Fungi","Acaulospora_sieverdingii"
"Acaulospora_soloidea","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora soloidea","Fungi","Acaulospora_soloidea"
"Acaulospora_spinosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora spinosa","Fungi","Acaulospora_spinosa"
"Acaulospora_spinosissima","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora spinosissima","Fungi","Acaulospora_spinosissima"
"Acaulospora_spinulifera","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora spinulifera","Fungi","Acaulospora_spinulifera"
"Acaulospora_splendida","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora splendida","Fungi","Acaulospora_splendida"
"Acaulospora_sporocarpa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora","Fungi","Acaulospora_sporocarpa"
"Acaulospora_taiwania","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora taiwania","Fungi","Acaulospora_taiwania"
"Acaulospora_thomii","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora thomii","Fungi","Acaulospora_thomii"
"Acaulospora_tortuosa","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora tortuosa","Fungi","Acaulospora_tortuosa"
"Acaulospora_tsugae","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora tsugae","Fungi","Acaulospora_tsugae"
"Acaulospora_tuberculata","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora tuberculata","Fungi","Acaulospora_tuberculata"
"Acaulospora_viridis","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora viridis","Fungi","Acaulospora_viridis"
"Acaulospora_walkeri","Arbuscular_Mycorrhizal","Bala_Chaudhary_&_Carlos_Aguilar_et_al_In_prep",NA,NA,"Acaulospora walkeri","Fungi","Acaulospora_walkeri"
"Acephala_macrosclerotiorum","Ectomycorrhizal","deemy.de_Determination_of_Ectomycorrhiza",NA,NA,"Acephala macrosclerotiorum","Fungi","Acephala_macrosclerotiorum"
"Acervuloseptoria_capensis","Plant_Pathogen","Crous_PW,_et_al._2015._Sydowia_67:81-118_((https://doi.org/10.12905/0380.sydowia67-2015-0081))",NA,NA,"Acervuloseptoria capensis","Fungi","Acervuloseptoria_capensis"
"Acervuloseptoria_ziziphicola","Plant_Pathogen","Crous_PW,_et_al._2014._Persoonia_32:184-306_((https://doi.org/10.3767/003158514X682395)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Acervuloseptoria ziziphicola","Fungi","Acervuloseptoria_ziziphicola"
"Achorella_ametableta","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Achorella ametableta","Fungi","Achorella_ametableta"
"Achrotelium_lucumae Uraecium_lucumae","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Achrotelium lucumae","Fungi","Achrotelium_lucumae"
"Aciculopsora_salmonea","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Aciculopsora salmonea","Fungi","Aciculopsora_salmonea"
"Aciculosporium_sasicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","witches_broom","witches_broom","Aciculosporium sasicola","Fungi","Aciculosporium_sasicola"
"Acidea_extrema","Saprotroph","Hujslová_M,_et_al._2014._Mycological_Progress_13:819-831_((https://doi.org/10.1007/s11557-014-0965-3))",NA,NA,"Acidea extrema","Fungi","Acidea_extrema"
"Acidiella_bohemica","Saprotroph","Hujslová_M,_et_al._2013._Fungal_Diversity_58:33-45_((https://doi.org/10.1007/s13225-012-0176-7))",NA,NA,"Acidiella bohemica","Fungi","Acidiella_bohemica"
"Acidomyces_acidophilus Scytalidium_acidophilum","Endophyte","Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)) AND Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))",NA,NA,"Acidomyces acidophilus","Fungi","Acidomyces_acidophilus"
"Acidothrix_acidophila","Saprotroph","Hujslová_M,_et_al._2014._Mycological_Progress_13:819-831_((https://doi.org/10.1007/s11557-014-0965-3))",NA,NA,"Acidothrix acidophila","Fungi","Acidothrix_acidophila"
"Acladium_curtisii Haplotrichum_curtisii Oidium_curtisii","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534 AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Acladium curtisii","Fungi","Acladium_curtisii"
"Cyphelium_chloroconium","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acolium chloroconium","Fungi","Acolium_chloroconium"
"Cyphelium_inquinans","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acolium inquinans","Fungi","Acolium_inquinans"
"Cyphelium_karelicum","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acolium karelicum","Fungi","Acolium_karelicum"
"Cyphelium_marcianum","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acolium marcianum","Fungi","Acolium_marcianum"
"Cyphelium_sessile","Lichen_Parasite Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Acolium sessile","Fungi","Acolium_sessile"
"Acremoniella_atra","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Acremoniella atra","Fungi","Acremoniella_atra"
"Acremoniopsis_suttoniae","Saprotroph","Crous_PW,_et_al._2014._Persoonia_33:212-289_((https://doi.org/10.3767/003158514X685680))",NA,NA,"Acremoniopsis suttoniae","Fungi","Acremoniopsis_suttoniae"
"Acremoniopsis_suttonii","Saprotroph","Crous_PW,_et_al._2014._Persoonia_33:212-289_((https://doi.org/10.3767/003158514X685680))",NA,NA,"Acremoniopsis suttonii","Fungi","Acremoniopsis_suttonii"
