"accepted_name","guild","phylum","guild_count","tax_level"
"Aabaarnia_siphulicola","Lichen_Parasite","Ascomycota",1,"A_species"
"Abortiporus_biennis","Necrotrophic_plant_pathogen Wood_Saprotroph","Basidiomycota",2,"A_species"
"Abrachium_floriforme","Saprotroph","Basidiomycota",1,"A_species"
"Abrothallus_boomii","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_brattii","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_bryoriarum","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_buellianus","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_caerulescens","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_canariensis","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_cetrariae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_doliiformis","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_eriodermae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_ertzii","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_etayoi","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_granulatae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_halei","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_hypotrachynae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_kamchatica","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_lobariae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_macrosporus","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_microspermus","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_nephromatis","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_parmeliarum","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_peyritschii","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_pezizicola","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_psoromatis","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_secedens","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_stereocaulorum","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_stictarum","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_stroblii","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_suecicus","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_teloschistis","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_tulasnei","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_usneae","Lichen_Parasite","Ascomycota",1,"A_species"
"Abrothallus_welwitschii","Lichen_Parasite","Ascomycota",1,"A_species"
"Absconditella_amabilis","Lichenized","Ascomycota",1,"A_species"
"Absconditella_antarctica","Lichenized","Ascomycota",1,"A_species"
"Absconditella_celata","Lichenized","Ascomycota",1,"A_species"
"Absconditella_delutula","Lichenized","Ascomycota",1,"A_species"
"Absconditella_lignicola","Algae_Parasite Lichenized","Ascomycota",2,"A_species"
"Absconditella_pauxilla","Lichenized","Ascomycota",1,"A_species"
"Absconditella_sphagnorum","Lichenized","Ascomycota",1,"A_species"
"Absconditella_trivialis","Lichenized","Ascomycota",1,"A_species"
"Abundisporus_fuscopurpureus","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Abundisporus_pubertatis","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Abundisporus_quercicola","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Abundisporus_sclerosetosus","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthobasidium_norvegicum","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthobasidium_penicillatum","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthobasidium_phragmitis","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthobasidium_weirii","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthocorticium_brueggemannii","Saprotroph","Basidiomycota",1,"A_species"
"Acanthofungus_rimosus","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthohelicospora_scopula","Saprotroph","Ascomycota",1,"A_species"
"Acanthonitschkea_peltigericola","Lichen_Parasite","Ascomycota",1,"A_species"
"Acanthophysellum_cf_cerussatum_BJFC_He","Wood_Saprotroph","Basidiomycota",1,"A_species"
"Acanthostigma_perpusillum","Saprotroph","Ascomycota",1,"A_species"
"Acanthostigma_revocatum","Saprotroph","Ascomycota",1,"A_species"
"Acanthostigmella_thaxteri","Saprotroph","Ascomycota",1,"A_species"
"Acanthostigmina_longispora","Saprotroph","Ascomycota",1,"A_species"
"Acanthostigmina_minuta","Saprotroph","Ascomycota",1,"A_species"
"Acanthothecis_abaphoides","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_africana","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_aquilonia","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_archeri","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_aurantiaca","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_borealis","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_celata","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_coccinea","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_collateralis","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_consocians","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_dialeuca","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_dialeucoides","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_gyridia","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_kalbii","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_nivalis","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_pruinocarpa","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_socotrana","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_subaggregans","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_subclavulifera","Lichenized","Ascomycota",1,"A_species"
"Acanthothecis_tetraphora","Lichenized","Ascomycota",1,"A_species"
"Acanthotrema_bicellulare","Lichenized","Ascomycota",1,"A_species"
"Acanthotrema_brasilianum","Lichenized","Ascomycota",1,"A_species"
"Acanthotrema_frischii","Lichenized","Ascomycota",1,"A_species"
"Acanthotrema_kalbii","Lichenized","Ascomycota",1,"A_species"
"Acarella_costaricensis","Plant_Pathogen","Ascomycota",1,"A_species"
"Acaroconium_punctiforme","Lichen_Parasite","Ascomycota",1,"A_species"
"Acarocybellina_arengae","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acaromyces_ingoldii","Insect_Pathogen Plant_Pathogen","Basidiomycota",2,"A_species"
"Acarospora_affinis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_badiofusca","Lichenized","Ascomycota",1,"A_species"
"Acarospora_brattiae","Lichenized","Ascomycota",1,"A_species"
"Acarospora_brouardii","Lichenized","Ascomycota",1,"A_species"
"Acarospora_bullata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_calcarea","Lichenized","Ascomycota",1,"A_species"
"Acarospora_capensis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_cervina","Lichenized","Ascomycota",1,"A_species"
"Acarospora_chrysops","Lichenized","Ascomycota",1,"A_species"
"Acarospora_contigua","Lichenized","Ascomycota",1,"A_species"
"Acarospora_contraria","Lichenized","Ascomycota",1,"A_species"
"Acarospora_deserticola","Lichenized","Ascomycota",1,"A_species"
"Acarospora_elevata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_finckei","Lichenized","Ascomycota",1,"A_species"
"Acarospora_flavisparsa","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_fuscata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_gallica","Lichenized","Ascomycota",1,"A_species"
"Acarospora_glaucocarpa","Lichenized","Ascomycota",1,"A_species"
"Acarospora_gwynnii","Lichenized","Ascomycota",1,"A_species"
"Acarospora_gypsi-deserti","Lichenized","Ascomycota",1,"A_species"
"Acarospora_heufleriana","Lichenized","Ascomycota",1,"A_species"
"Acarospora_hilaris","Lichenized","Ascomycota",1,"A_species"
"Acarospora_hospitans","Lichenized","Ascomycota",1,"A_species"
"Acarospora_impressula","Lichenized","Ascomycota",1,"A_species"
"Acarospora_insolata","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_interjecta","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_interspersa","Lichenized","Ascomycota",1,"A_species"
"Acarospora_janae","Lichenized","Ascomycota",1,"A_species"
"Acarospora_laqueata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_macrospora","Lichenized","Ascomycota",1,"A_species"
"Acarospora_moenium","Lichenized","Ascomycota",1,"A_species"
"Acarospora_nevadensis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_nicolai","Lichenized","Ascomycota",1,"A_species"
"Acarospora_nitrophila","Lichenized","Ascomycota",1,"A_species"
"Acarospora_nodulosa","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_obnubila","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_obpallens","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_oligospora","Lichenized","Ascomycota",1,"A_species"
"Acarospora_oligyrophorica","Lichenized","Ascomycota",1,"A_species"
"Acarospora_orcuttii","Lichenized","Ascomycota",1,"A_species"
"Acarospora_paupera","Lichenized","Ascomycota",1,"A_species"
"Acarospora_privigna","Lichenized","Ascomycota",1,"A_species"
"Acarospora_pseudofuscata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_pyrenopsoides","Lichenized","Ascomycota",1,"A_species"
"Acarospora_ramosa","Lichenized","Ascomycota",1,"A_species"
"Acarospora_rhabarbarina","Lichenized","Ascomycota",1,"A_species"
"Acarospora_robiniae","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_rouxii","Lichenized","Ascomycota",1,"A_species"
"Acarospora_schleicheri","Lichenized","Ascomycota",1,"A_species"
"Acarospora_scotica","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_sinopica","Lichenized","Ascomycota",1,"A_species"
"Acarospora_socialis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_stapfiana","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acarospora_stictica","Lichenized","Ascomycota",1,"A_species"
"Acarospora_strigata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_subrufula","Lichenized","Ascomycota",1,"A_species"
"Acarospora_succedens","Lichen_Parasite","Ascomycota",1,"A_species"
"Acarospora_tasmaniensis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_thamnina","Lichenized","Ascomycota",1,"A_species"
"Acarospora_thelococcoides","Lichenized","Ascomycota",1,"A_species"
"Acarospora_tongletii","Lichenized","Ascomycota",1,"A_species"
"Acarospora_tuckerae","Lichenized","Ascomycota",1,"A_species"
"Acarospora_umbilicata","Lichenized","Ascomycota",1,"A_species"
"Acarospora_veronensis","Lichenized","Ascomycota",1,"A_species"
"Acarospora_wetmorei","Lichenized","Ascomycota",1,"A_species"
"Acarosporina_microspora","Plant_Pathogen Saprotroph","Ascomycota",2,"A_species"
"Acarosporium_lichenicola","Lichen_Parasite","Ascomycota",1,"A_species"
"Acaulospora_alpina","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_baetica","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_bireticulata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_brasiliensis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_capsicula","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_cavernata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_colliculosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_colombiana","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_colossica","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_delicata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_denticulata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_dilatata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_elegans","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_endographis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_entreriana","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_excavata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_foveata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_fragilissima","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_gedanensis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_herrerae","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_ignota","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_kentinensis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_koreana","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_koskei","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_lacunosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_laevis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_longula","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_mellea","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_minuta","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_morrowiae","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_nivalis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_papillosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_paulinae","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_polonica","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_punctata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_pustulata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_reducta","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_rehmii","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_rugosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_saccata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_scrobiculata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_sieverdingii","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_soloidea","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_spinosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_spinosissima","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_spinulifera","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_splendida","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_sporocarpa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_taiwania","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_thomii","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_tortuosa","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_tsugae","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_tuberculata","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_viridis","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acaulospora_walkeri","Arbuscular_Mycorrhizal","Glomeromycota",1,"A_species"
"Acephala_macrosclerotiorum","Ectomycorrhizal","Ascomycota",1,"A_species"
"Acervuloseptoria_capensis","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acervuloseptoria_ziziphicola","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Achorella_ametableta","Plant_Pathogen","Ascomycota",1,"A_species"
"Achrotelium_lucumae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aciculopsora_salmonea","Lichenized","Ascomycota",1,"A_species"
"Aciculosporium_sasicola","Plant_Pathogen","Ascomycota",1,"A_species"
"Acidea_extrema","Saprotroph","Ascomycota",1,"A_species"
"Acidiella_bohemica","Saprotroph","Ascomycota",1,"A_species"
"Acidomyces_acidophilus","Endophyte","Ascomycota",1,"A_species"
"Acidothrix_acidophila","Saprotroph","Ascomycota",1,"A_species"
"Acladium_curtisii","Saprotroph","Basidiomycota",1,"A_species"
"Acolium_chloroconium","Lichenized","Ascomycota",1,"A_species"
"Acolium_inquinans","Lichenized","Ascomycota",1,"A_species"
"Acolium_karelicum","Lichenized","Ascomycota",1,"A_species"
"Acolium_marcianum","Lichenized","Ascomycota",1,"A_species"
"Acolium_sessile","Lichen_Parasite Lichenized","Ascomycota",2,"A_species"
"Acremoniella_atra","Saprotroph","Ascomycota",1,"A_species"
"Acremoniopsis_suttoniae","Saprotroph","Ascomycota",1,"A_species"
"Acremoniopsis_suttonii","Saprotroph","Ascomycota",1,"A_species"
"Acremonium_acutatum","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_alternatum","Wood_Saprotroph","Ascomycota",1,"A_species"
"Acremonium_cavaraeanum","Endophyte","Ascomycota",1,"A_species"
"Acremonium_charticola","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_cucurbitacearum","Plant_Pathogen","Ascomycota",1,"A_species"
"Acremonium_fusidioides","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_hyalinulum","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_incoloratum","Plant_Pathogen","Ascomycota",1,"A_species"
"Acremonium_murorum","Wood_Saprotroph","Ascomycota",1,"A_species"
"Acremonium_obclavatum","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_persicinum","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_polychromum","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_sclerotigenum","Plant_Pathogen","Ascomycota",1,"A_species"
"Acremonium_sordidulum","Saprotroph","Ascomycota",1,"A_species"
"Acremonium_subeffusum","Lichen_Parasite","Ascomycota",1,"A_species"
"Acremonium_tubakii","Human_Pathogen","Ascomycota",1,"A_species"
"Acremonium_tulasnei","Fungal_Parasite","Ascomycota",1,"A_species"
"Acremonium_zonatum","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrocalymma_medicaginis","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrocalymma_vagum","Endophyte","Ascomycota",1,"A_species"
"Acrocalymma_walkeri","Plant_Pathogen Saprotroph","Ascomycota",2,"A_species"
"Acroconidiellina_chloridis","Plant_Pathogen","Ascomycota",1,"A_species"
"Acrocordia_cavata","Lichenized","Ascomycota",1,"A_species"
"Acrocordia_conoidea","Lichenized","Ascomycota",1,"A_species"
"Acrocordia_gemmata","Lichenized Saprotroph","Ascomycota",2,"A_species"
"Acrocordia_macrospora","Lichenized","Ascomycota",1,"A_species"
"Acrocordia_megalospora","Lichenized","Ascomycota",1,"A_species"
"Acrocordia_salweyi","Lichenized","Ascomycota",1,"A_species"
"Acrodictys_furcata","Plant_Pathogen","Ascomycota",1,"A_species"
"Acrodictys_irregularis","Saprotroph","Ascomycota",1,"A_species"
"Acrodontiella_fallopiae","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrodontium_simplex","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrogenotheca_elegans","Plant_Pathogen","Ascomycota",1,"A_species"
"Acrogenotheca_pulcherrima","Plant_Pathogen","Ascomycota",1,"A_species"
"Acrophialophora_fusispora","Plant_Pathogen","Ascomycota",1,"A_species"
"Acroscyphus_sphaerophoroides","Lichenized","Ascomycota",1,"A_species"
"Acrospermum_viticola","Plant_Pathogen","Ascomycota",1,"A_species"
"Acrosporium_acanthospermi","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrosporium_dendrophthoe","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrosporium_lagasceae","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrosporium_piperis","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrosporium_scopariae","Biotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Acrostalagmus_annulatus","Saprotroph","Ascomycota",1,"A_species"
"Acrostalagmus_aphidum","Insect_Pathogen","Ascomycota",1,"A_species"
"Acrostalagmus_luteoalbus","Endophyte Fungal_Parasite Saprotroph","Ascomycota",3,"A_species"
"Acrostalagmus_roseus","Saprotroph","Ascomycota",1,"A_species"
"Acrostaphylus_hyperparasiticus","Fungal_Parasite","Ascomycota",1,"A_species"
"Acrotheca_dearnessiana","Plant_Pathogen","Ascomycota",1,"A_species"
"Actiniceps_laevis","Saprotroph","Basidiomycota",1,"A_species"
"Actinoplaca_gemmifera","Lichenized","Ascomycota",1,"A_species"
"Actinoplaca_strigulacea","Lichenized","Ascomycota",1,"A_species"
"Adelococcus_alpestris","Lichen_Parasite","Ascomycota",1,"A_species"
"Adelococcus_immersus","Lichen_Parasite","Ascomycota",1,"A_species"
"Adelococcus_interlatens","Lichen_Parasite","Ascomycota",1,"A_species"
"Adelolecia_pilati","Lichenized","Ascomycota",1,"A_species"
"Adelolecia_sonorae","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_albostrigosus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_armatus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_carneoalbus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_couepiae","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_cubanus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_gomezii","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_guatemalensis","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_heterellus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_microcarpus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_microtrichus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_papilliferus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_purulhensis","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_rigidus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_subalbostrigosus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_thailandicus","Lichenized","Ascomycota",1,"A_species"
"Aderkomyces_verruciferus","Lichenized","Ascomycota",1,"A_species"
"Adisciso_kaki","Necrotrophic_plant_pathogen","Ascomycota",1,"A_species"
"Aecidium_aceris","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_avocense","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_begoniae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_berkleyae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_bupleuri-sachalinensis","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_bylianum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_callixenis","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_campanulastri","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_cannabis","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_cantense","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_caspicum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_cinnamomi","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_conyzicola","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_cyrillae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_dispersum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_euphorbiae-gerardianae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_falcatae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_fluxum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_globosum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_glycines","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_hebes","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_hostae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_hydrangeae-paniculatae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_inouyei","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_leonense","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_mellerae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_monocystis","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_orobi","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_passifloricola","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_patriniae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_petalostemonis","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_plukenetiae","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_rionegrense","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_senecionis-jacksonii","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_sinorhododendri","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_solaniphilum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_tubulosum","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_tumbayense","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aecidium_viburni","Biotrophic_plant_pathogen","Basidiomycota",1,"A_species"
"Aegeritella_tuberculata","Insect_Pathogen","Ascomycota",1,"A_species"
"Aequabiliella_effusa","Plant_Pathogen","Ascomycota",1,"A_species"
"Afroboletus_luteolus","Ectomycorrhizal","Basidiomycota",1,"A_species"
"Afrocantharellus_fistulosus","Ectomycorrhizal","Basidiomycota",1,"A_species"
"Afrocantharellus_platyphyllus","Ectomycorrhizal","Basidiomycota",1,"A_species"
"Afrocantharellus_splendens","Ectomycorrhizal","Basidiomycota",1,"A_species"
"Agaricus_abruptibulbus","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_arvensis","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_augustus","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_austrovinaceus","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_biberi","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_bisporus","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_bitorquis","Saprotroph","Basidiomycota",1,"A_species"
"Agaricus_brunnescens","Saprotroph","Basidiomycota",1,"A_species"
