"accepted_name","guild","guild_count","tax_level","phylum","class","order","family"
"Catillaria","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Catillariaceae"
"Catillochroma","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Catinaria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Catolechia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Rhizocarpales","Rhizocarpaceae"
"Catunica","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae"
"Caudophoma","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae"
"Caudospora","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Incertae sedis"
"Cecidiomyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Cecidioskyttea","Lichen_Parasite",1,"B_genus","Ascomycota","Lecanoromycetes","Incertae sedis","Incertae sedis"
"Cecidonia","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Celerioriella","Plant_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Phaeomoniellales","Celotheliaceae"
"Celidium","Lichen_Parasite",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae"
"Cellulariella","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae"
"Celoporthe","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Celothelium","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Phaeomoniellales","Celotheliaceae"
"Cenangium","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae"
"Cenococcum","Ectomycorrhizal",1,"B_genus","Ascomycota","Dothideomycetes","Mytilinidiales","Gloniaceae"
"Centrolepidosporium","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae"
"Centrospora","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Incertae sedis"
"Cephalosporiopsis","Lichen_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Cephalosporium","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Cephalotelium","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Raveneliaceae"
"Cephalotheca","Human_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Cephalothecales","Cephalothecaceae"
"Cephalotrichum","Necrotrophic_plant_pathogen Plant_Pathogen Wood_Saprotroph",3,"B_genus","Ascomycota","Sordariomycetes","Microascales","Microascaceae"
"Ceraceomyces","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae"
"Ceratobasidium","Ectomycorrhizal Endophyte Lichen_Parasite Necrotrophic_plant_pathogen Plant_Pathogen",5,"B_genus","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae"
"Ceratocystiopsis","Endophyte Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae"
"Ceratocystis","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen Wood_Saprotroph",4,"B_genus","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae"
"Ceratopycnidium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Ceratorhiza","Plant_Pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae"
"Cercidospora","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Cercopemyces","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Cercophora","Dung_Saprotroph Endophyte",2,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae"
"Cercoramularia","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercoseptoria","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercospora","Endophyte Fungal_Parasite Necrotrophic_plant_pathogen Plant_Pathogen",4,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercosporella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercosporidium","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercosporina","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cercostigmina","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cerioporus","Plant_Pathogen Saprotroph Wood_Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae"
"Ceriospora","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Amphisphaeriales","Amphisphaeriaceae"
"Ceriporia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae"
"Ceriporiopsis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae"
"Ceropsora","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Coleosporiaceae"
"Cerotelium","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae"
"Cerothallia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Cerrena","Necrotrophic_plant_pathogen Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Cerrenaceae"
"Cetradonia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae"
"Cetraria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Cetrariella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Cetraspora","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Diversisporales","Gigasporaceae"
"Cetrelia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Cetreliopsis","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Ceuthospora","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae"
"Chaconia","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Chaconiaceae"
"Chaenotheca","Lichenized",1,"B_genus","Ascomycota","Coniocybomycetes","Coniocybales","Coniocybaceae"
"Chaenothecopsis","Algae_Parasite Lichen_Parasite Lichenized Saprotroph",4,"B_genus","Ascomycota","Eurotiomycetes","Mycocaliciales","Mycocaliciaceae"
"Chaetasbolisia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Chaetocalathus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae"
"Chaetocapnodium","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae"
"Chaetochalara","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae"
"Chaetodiplodia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Chaetomella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Leotiomycetes","Chaetomellales","Chaetomellaceae"
"Chaetomium","Dung_Saprotroph Endophyte Epiphyte Insect_Pathogen Necrotrophic_plant_pathogen Wood_Saprotroph",6,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae"
"Chaetopsina","Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae"
"Chaetopsinectria","Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae"
"Chaetopyrena","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Chaetoseptoria","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Chaetospermum","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae"
"Chaetosphaeria","Endophyte Plant_Pathogen Saprotroph Wood_Saprotroph",4,"B_genus","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae"
"Chaetosphaeronema","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Chaetothyrina","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Microthyriales","Micropeltidaceae"
"Chaetothyrium","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae"
"Chaetotyphula","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Pterulaceae"
"Chalara","Lichen_Parasite Plant_Pathogen Saprotroph",3,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae"
"Chalastospora","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae"
"Chalciporus","Ectomycorrhizal Plant_Pathogen",2,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Chamaemyces","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae"
"Chamaeota","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae"
"Chamonixia","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Chapsa","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Charonectria","Lichen_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae"
"Cheilymenia","Dung_Saprotroph Saprotroph",2,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae"
"Chevalieropsis","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Parodiopsidaceae"
"Chiodecton","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae"
"Chionosphaera","Lichen_Parasite",1,"B_genus","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae"
"Chiua","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Chlorangium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Chloridium","Endophyte Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae"
"Chlorociboria","Wood_Saprotroph",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Chlorociboriaceae"
"Chloroepilichen","Lichen_Parasite",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Incertae sedis"
"Chlorophyllum","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae"
"Chloroscypha","Endophyte",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Gelatinodiscaceae"
"Choanatiara","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Choanephora","Necrotrophic_plant_pathogen",1,"B_genus","Mucoromycota","Mucoromycetes","Mucorales","Choanephoraceae"
"Chondroplea","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae"
"Chondrostereum","Necrotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Cyphellaceae"
"Choreospora","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Chromosera","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae"
"Chroodiscus","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Chroogomphus","Ectomycorrhizal Plant_Pathogen",2,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae"
"Chrysocelis","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Mikronegeriaceae"
"Chrysocrypta","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Chrysofolia","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Chrysogloeum","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Vizellaceae"
"Chrysomorbus","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Chrysomphalina","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae"
"Chrysomyxa","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Coleosporiaceae"
"Chrysoporthe","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Chrysosporium","Human_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae"
"Chrysothrix","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Chrysotrichaceae"
"Chuppomyces","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Cibaomyces","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae"
"Ciborinia","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae"
"Ciliciopodium","Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae"
"Cinereomyces","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Gelatoporiaceae"
"Cintractia","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae"
"Cintractiella","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Cintractiellaceae"
"Circinaria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae"
"Cirsosia","Biotrophic_plant_pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Citeromyces","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae"
"Cladia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae"
"Cladidium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Cladobotryum","Fungal_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae"
"Cladochytrium","Saprotroph",1,"B_genus","Chytridiomycota","Chytridiomycetes","Cladochytriales","Cladochytriaceae"
"Cladonia","Algae_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae"
"Cladoniicola","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Cladophialophora","Endophyte Human_Pathogen Lichen_Parasite Necrotrophic_plant_pathogen Plant_Pathogen",5,"B_genus","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae"
"Cladosporium","Endophyte Epiphyte Human_Pathogen Lichen_Parasite Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph Wood_Saprotroph",8,"B_genus","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae"
"Clandestinotrema","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Clarireedia","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae"
"Clarohilum","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Claroideoglomus","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae"
"Clasterosporium","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae"
"Clathroporina","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Porinaceae"
"Clathrospora","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Diademaceae"
"Clathrus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Phallales","Phallaceae"
"Claurouxia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Clauzadea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Clauzadeana","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Clauzadella","Lichen_Parasite",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Clauzadeomyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Clavaria","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Clavariadelphus","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Gomphales","Clavariadelphaceae"
"Clavascidium","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Clavatispora","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae"
"Claviceps","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Clavicorona","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Claviradulomyces","Plant_Pathogen",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Odontotremataceae"
"Clavispora","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae"
"Clavogaster","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae"
"Clavulicium","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Cantharellales","Incertae sedis"
"Clavulina","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae"
"Clavulinopsis","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Cleistocybe","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Pseudoclitocybaceae"
"Cleistosphaera","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Cleistosphaeraceae"
"Climacocystis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Incertae sedis"
"Climacodon","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae"
"Clinoconidium","Plant_Pathogen",1,"B_genus","Basidiomycota","Exobasidiomycetes","Exobasidiales","Cryptobasidiaceae"
"Clintamra","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Clintamraceae"
"Cliostomum","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Clitocella","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae"
"Clitocybe","Ectomycorrhizal Fungal_Parasite Plant_Pathogen Saprotroph Wood_Saprotroph",5,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Clitocybula","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Clitolyophyllum","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae"
"Clitopilopsis","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae"
"Clitopilus","Fungal_Parasite Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae"
"Clonostachys","Endophyte Necrotrophic_plant_pathogen Saprotroph Wood_Saprotroph",4,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae"
"Clypeococcum","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Trypetheliales","Polycoccaceae"
"Clypeolella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Englerulaceae"
"Clypeophysalospora","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Clypeophysalosporaceae"
"Clypeoporthe","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae"
"Clypeopycnis","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Clypeopyrenis","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Pyrenulales","Pyrenulaceae"
"Clypeosphaerella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Clypeosphaeria","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Amphisphaeriales","Clypeosphaeriaceae"
"Coccidioides","Human_Pathogen Saprotroph",2,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae"
"Coccinonectria","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae"
"Coccocarpia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Coccocarpiaceae"
"Coccodiella","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Phyllachorales","Phyllachoraceae"
"Coccodothis","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Parmulariaceae"
"Coccoidella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Capnodiales","Coccoideaceae"
"Coccomyces","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph",4,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae"
"Coccospora","Insect_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Coccostromopsis","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Phyllachorales","Phyllachoraceae"
"Coccotrema","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Coccotremataceae"
"Cochliobolus","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen",3,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae"
"Cocoicola","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Phyllachorales","Phaeochoraceae"
"Codinaea","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae"
"Codonmyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Coelodictyosporium","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae"
"Coelomomyces","Animal_Pathogen Insect_Pathogen",2,"B_genus","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Coelomomycetaceae"
"Coelomycidium","Insect_Pathogen",1,"B_genus","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Incertae sedis"
"Coelopogon","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Coemansia","Saprotroph",1,"B_genus","Mucoromycota","Kickxellomycetes","Kickxellales","Kickxellaceae"
"Coenogonium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Coenogoniaceae"
"Cokeromyces","Human_Pathogen",1,"B_genus","Mucoromycota","Mucoromycetes","Mucorales","Mycotyphaceae"
"Colacogloea","Fungal_Parasite",1,"B_genus","Basidiomycota","Microbotryomycetes","Incertae sedis","Colacogloeaceae"
"Coleophoma","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae"
"Coleopuccinia","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Incertae sedis"
"Coleosporium","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Coleosporiaceae"
"Coleroa","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae"
"Collariella","Endophyte",1,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae"
"Collarispora","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Collema","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae"
"Collemopsidium","Algae_Parasite Lichen_Parasite Lichenized",3,"B_genus","Ascomycota","Dothideomycetes","Collemopsidiales","Xanthopyreniaceae"
"Colletotrichum","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph",4,"B_genus","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae"
"Collophorina","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae"
"Collybia","Fungal_Parasite Plant_Pathogen Saprotroph Wood_Saprotroph",4,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Collybiopsis","Plant_Pathogen Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae"
"Coltricia","Ectomycorrhizal Necrotrophic_plant_pathogen Wood_Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Coltriciella","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Columnosphaeria","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae"
"Coma","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Phacidiales","Incertae sedis"
"Combea","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Opegraphaceae"
"Commelinaceomyces","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
