"accepted_name","guild","guild_count","tax_level","phylum","class","order","family"
"Heterophoma","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Heteroplacidium","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Heterosphaeria","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Heterosphaeriaceae"
"Heterosporicola","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae"
"Heterotolyposporium","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae"
"Heterotruncatella","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae"
"Heufleria","Lichenized",1,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae"
"Hexagonia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae"
"Himantormia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Hinomyces","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae"
"Hiratsukaia","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Coleosporiaceae"
"Hirsutella","Endophyte",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae"
"Hirticlavula","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Hispidaedalea","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae"
"Histoplasma","Dung_Saprotroph Human_Pathogen",2,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae"
"Hobsoniopsis","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hodophilus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Hohenbuehelia","Nematode_Trapping Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae"
"Holocryphia","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Holwaya","Saprotroph",1,"B_genus","Ascomycota","Leotiomycetes","Incertae sedis","Incertae sedis"
"Homophron","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae"
"Homortomyces","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Homortomycetaceae"
"Homostegia","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Honeggeria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Hongkongmyces","Human_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae"
"Hormiactis","Fungal_Parasite Plant_Pathogen",2,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hormodochis","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hormographiella","Human_Pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae"
"Hortaea","Endophyte Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae"
"Hortiboletus","Ectomycorrhizal Plant_Pathogen Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Hosseusiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Houjia","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Microthyriales","Micropeltidaceae"
"Hourangia","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Hubbsia","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae"
"Huea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Hueidea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Umbilicariales","Fuscideaceae"
"Humaria","Ectomycorrhizal",1,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae"
"Humicola","Endophyte",1,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae"
"Huneckia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Huntiella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae"
"Hyalocercosporidium","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Hyalomeliolina","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Hyalomeliolinaceae"
"Hyalopeziza","Lichen_Parasite",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae"
"Hyalopsora","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniastraceae"
"Hyaloraphidium","Saprotroph",1,"B_genus","Chytridiomycota","Chytridiomycetes","Incertae sedis","Incertae sedis"
"Hyalorhinocladiella","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae"
"Hyaloscypha","Ectomycorrhizal Endophyte Ericoid_Mycorrhizal Orchid_Mycorrhizal Plant_Pathogen Saprotroph",6,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae"
"Hyalosphaera","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Hyalotheles","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae"
"Hyalozasmidium","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Hydnangium","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae"
"Hydnellum","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae"
"Hydnocristella","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Gomphales","Lentariaceae"
"Hydnomerulius","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae"
"Hydnophlebia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae"
"Hydnopolyporus","Plant_Pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae"
"Hydnoporia","Plant_Pathogen Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Hydnum","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae"
"Hydropisphaera","Fungal_Parasite Saprotroph",2,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae"
"Hydropunctaria","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Hydropus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae"
"Hygrocybe","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae"
"Hygrophoropsis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae"
"Hygrophorus","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae"
"Hymenelia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Hymeneliales","Hymeneliaceae"
"Hymenobia","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hymenochaete","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Hymenochaetopsis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Hymenogaster","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae"
"Hymenopellis","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae"
"Hymenoporus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae"
"Hymenoscyphus","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae"
"Hymenula","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hyperdermium","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Hyperphyscia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae"
"Hyphoderma","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae"
"Hyphodermella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae"
"Hyphodiscus","Fungal_Parasite Lichen_Parasite",2,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Hyphodiscaceae"
"Hyphodontia","Necrotrophic_plant_pathogen Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hyphodontiaceae"
"Hyphodontiella","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae"
"Hypholoma","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae"
"Hyphopichia","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Incertae sedis"
"Hyphopolynema","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Hyphospora","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Capnodiales","Incertae sedis"
"Hypocenomyce","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Umbilicariales","Ophioparmaceae"
"Hypochnicium","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Incertae sedis"
"Hypocrea","Fungal_Parasite Necrotrophic_plant_pathogen Plant_Pathogen",3,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae"
"Hypocrella","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Hypocreopsis","Fungal_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae"
"Hypoderma","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae"
"Hypodermella","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae"
"Hypodermina","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Incertae sedis"
"Hypoflavia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae"
"Hypogymnia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Hypomyces","Fungal_Parasite Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae"
"Hyponectria","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Hyponectriaceae"
"Hypospilina","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae"
"Hypotrachyna","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Hypotrachynicola","Lichen_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Incertae sedis","Incertae sedis"
"Hypoxylon","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen",3,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae"
"Hypsizygus","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae"
"Hypsotheca","Plant_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Coryneliales","Coryneliaceae"
"Hysterangium","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae"
"Hysterium","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae"
"Hysterostomella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Parmulariaceae"
"Icmadophila","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae"
"Idiocercus","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Idriella","Endophyte Necrotrophic_plant_pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae"
"Igneoplaca","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Ileodictyon","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Phallales","Phallaceae"
"Illosporiopsis","Lichen_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Illosporium","Lichen_Parasite Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Ilyonectria","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen",3,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Imleria","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Immersaria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Immersiella","Dung_Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae"
"Immersiporthe","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Imperator","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Imshaugia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Infundibulicybe","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Ingoldiomyces","Plant_Pathogen",1,"B_genus","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae"
"Ingvariella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae"
"Innospora","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae"
"Inocutis","Necrotrophic_plant_pathogen Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Inocybe","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae"
"Inocyclus","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Parmulariaceae"
"Inoderma","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae"
"Inonotopsis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Inonotus","Necrotrophic_plant_pathogen Plant_Pathogen Wood_Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Inosperma","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae"
"Insolibasidium","Plant_Pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Platygloeales","Platygloeaceae"
"Intralichen","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Intraornatospora","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Diversisporales","Incertae sedis"
"Involucropyrenium","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Involutiscutellula","Endophyte",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Tubakiaceae"
"Iodophanus","Dung_Saprotroph",1,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae"
"Ionaspis","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Hymeneliales","Hymeneliaceae"
"Irenina","Biotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Meliolales","Meliolaceae"
"Irenopsis","Biotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Meliolales","Meliolaceae"
"Irpex","Necrotrophic_plant_pathogen Saprotroph Wood_Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae"
"Irpiciporus","Necrotrophic_plant_pathogen Plant_Pathogen Wood_Saprotroph",3,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae"
"Isaria","Endophyte Plant_Pathogen Saprotroph",3,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae"
"Isariopsis","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Ischnoderma","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Ischnodermataceae"
"Issatchenkia","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae"
"Isthmiella","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae"
"Isthmoconidium","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Isthmospora","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Microthyriales","Microthyriaceae"
"Itajahya","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Phallales","Phallaceae"
"Itersonilia","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae"
"Ivanpisutia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Jaapia","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Jaapiales","Jaapiaceae"
"Jackrogersella","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae"
"Jahnoporus","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae"
"Jamesdicksonia","Plant_Pathogen",1,"B_genus","Basidiomycota","Exobasidiomycetes","Georgefischeriales","Georgefischeriaceae"
"Jamesiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae"
"Japewia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Japewiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae"
"Jarmania","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Jarxia","Lichenized Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Naetrocymbaceae"
"Jasonhuria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Jattaea","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Calosphaeriales","Calosphaeriaceae"
"Jesmurraya","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Jimtrappea","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Joergensenia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Incertae sedis"
"Johnalcornia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae"
"Johncouchia","Plant_Pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Septobasidiales","Septobasidiaceae"
"Jola","Insect_Pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae"
"Juglanconis","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Juglanconidaceae"
"Julella","Lichenized Saprotroph",2,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Thelenellaceae"
"Juncorrhiza","Plant_Pathogen",1,"B_genus","Basidiomycota","Entorrhizomycetes","Entorrhizales","Entorrhizaceae"
"Junghuhnia","Fungal_Parasite Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae"
"Juxtiphoma","Plant_Pathogen Wood_Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Kabatiella","Endophyte Necrotrophic_plant_pathogen Saprotroph",3,"B_genus","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae"
"Kabatina","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae"
"Kaernefia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Kalbographa","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Kalchbrenneriella","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Kalmanago","Plant_Pathogen",1,"B_genus","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae"
"Kalmusia","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae"
"Kamienskia","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae"
"Kantvilasia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Karschia","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Karstenia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae"
"Karsteniomyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Kaskaskia","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Incertae sedis"
"Kauffmania","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae"
"Kavinia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Gomphales","Lentariaceae"
"Keissleriella","Endophyte Plant_Pathogen Saprotroph",3,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae"
"Keissleriomyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Kellermania","Endophyte Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Botryosphaeriales","Planistromellaceae"
"Keratosphaera","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Kiliasia","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Kirramyces","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae"
"Kirschsteiniothelia","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Kirschsteiniotheliaceae"
"Kneiffia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae"
"Kneiffiella","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hyphodontiaceae"
"Knightiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae"
"Knoxdaviesia","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae"
"Knufia","Lichen_Parasite Saprotroph",2,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Kockovaella","Epiphyte",1,"B_genus","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae"
"Kodamaea","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Incertae sedis"
"Koerberia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Koerberiaceae"
"Koerberiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Kombocles","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Koordersiella","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Kordyana","Plant_Pathogen",1,"B_genus","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae"
"Korunomyces","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Kretzschmaria","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen",3,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae"
"Kriegeriella","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae"
"Krieglsteinera","Fungal_Parasite",1,"B_genus","Basidiomycota","Microbotryomycetes","Heterogastridiales","Heterogastridiaceae"
"Krishnamyces","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Krogia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Kroswia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae"
"Kuehneola","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Phragmidiaceae"
"Kuehneromyces","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae"
"Kuntzeomyces","Biotrophic_plant_pathogen",2,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae"
"Kuraishia","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae"
"Kurtzmaniella","Human_Pathogen",1,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae"
"Kweilingia","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae"
"Labrocarpon","Lichen_Parasite",1,"B_genus","Ascomycota","Dothideomycetes","Eremithallales","Melaspileaceae"
"Labyrintha","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Laccaria","Ectomycorrhizal Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae"
